SEX ,BT ,SPINFINE ,yWool ,yearlingAGE ,AdultAge   ,Dag  ,CCov ,BDWR ,Pregnancy ,BCS ,Weight  ,DryWt ,Rain ,Temp ,AdultWool
2,1,15.7,3.1,323,370,2,4,3,2,3,30,1.02,1.04,12.31,6.3
1,2,13.4,5.3,455,368,2,4,4,0,2.5,35.4,0.66,1.42,9.01,4.7
2,2,26.4,4.5,427,372,1,5,2,2,3.5,59,1.89,1.22,9.11,4.2
2,1,16.7,2.9,374,281,3,3,2,1,3.5,51.1,0.93,1.58,6.15,3.4
2,2,23.7,1.9,375,274,3,3,1,1,4,57.5,0.93,1.58,6.15,2.5
2,1,16.4,3.4,284,353,4,4,3,1,3,44.3,2.39,2.98,10.05,6.68
2,1,14.1,4.1,400,321,5,5,2,1,3,43.1,0.97,1.41,7.21,3.9
2,2,14.9,3.1,307,364,1,4,3,1,3,42.4,1.15,0.98,11.57,7.2
2,2,17.2,2.5,319,343,2,4,1,0,3,41.7,1.98,1.28,9.8,4.5
2,3,17.1,4.3,438,371,1,4,4,1,2.3,39.5,0.89,1.14,7.35,5.8
2,1,16,5.2,459,366,1,5,1,1,2.5,60.8,1.49,0.84,8.76,3.2
2,1,15.3,1.8,303,300,1,2,3,0,3,42.5,1.69,0.81,9.98,1.7
2,2,15.6,2.7,323,369,1,4,2,1,2,30,1.02,1.04,12.31,6.9
2,2,17.1,3.2,330,374,3,4,5,2,2.5,40.3,1.51,1.63,11.56,6.4
2,2,15.3,2,318,375,2,4,2,1,4,57.9,0.72,2.6,8.92,4.2
2,1,23.3,4.9,298,366,1,3,2,0,3.3,65.2,0.81,1.84,14.3,9
2,1,15.1,2.8,373,274,3,3,2,1,3.5,51.1,0.93,1.58,6.09,3.3
2,2,16.8,3.8,330,374,3,4,3,1,3.5,51.6,1.51,1.63,11.56,6.2
2,2,17.7,4.1,326,356,3,4,4,0,3.3,46.5,3.59,2.56,9.11,6.25
2,1,23.7,3.2,294,376,3,3,1,0,4.5,63.3,1.78,2.59,8.48,4.8
2,2,17.1,2.5,281,353,1,3,3,2,3.5,53.3,2.39,2.98,10.05,6.6
2,2,15.7,3.3,470,371,1,4,2,1,3,31.8,0.72,1.49,9.77,4.7
2,1,18.5,3.27,278,374,1,4,2,1,3,43.2,1.76,2.76,11.06,6.7
2,1,13.6,5.6,460,368,2,2,1,1,2.5,46.6,0.66,1.42,9.01,4.8
2,1,16.2,3,333,351,1,4,3,1,2.5,27.6,2.1,2.15,8.28,4.5
1,3,18.1,4.4,300,366,1,4,3,2,3,49.6,0.81,1.84,14.3,10.1
1,2,18.6,0.8,320,343,2,4,3,0,2.5,40.3,1.98,1.28,9.8,4.6
2,2,15.4,3.1,424,372,1,1,1,0,2.5,45.6,1.89,1.22,9.11,4.1
2,2,16.1,3.5,303,388,2,4,2,1,4,39.7,1.02,0.84,11.96,7.2
2,1,22.9,2.8,376,274,2,2,1,1,4,57.1,0.93,1.58,6.15,3
2,2,17.4,3.16,285,354,2,2,1,0,3.5,45,1.05,1.7,11.9,5.64
2,1,16.7,4.2,396,273,1,2,2,0,2.5,44.6,0.96,1.18,6.14,3.1
2,2,18.8,4.8,308,351,1,4,2,0,3.5,48.1,1.54,2.32,12.85,5.4
2,3,21.3,4.5,458,368,2,3,1,0,3,42.4,0.66,1.42,9.01,4.6
2,2,15.5,3.33,323,366,1,5,3,0,3,28.7,0.99,1.07,10.15,5.88
2,1,18.5,4.8,289,379,1,4,5,0,2.5,41,0.99,1.09,11.11,10.1
2,2,25.1,4.5,307,354,1,3,1,0,3.5,50.6,0.86,1.53,13.78,7.1
1,2,14.3,3.2,308,388,1,4,2,2,3.5,42.9,1.02,0.84,11.96,7.3
2,2,18.7,4.3,328,374,3,4,3,2,3.5,53.1,1.51,1.63,11.56,6.6
2,2,16.3,3.4,325,375,2,3,4,1,3,31.8,2.17,2.52,8.19,4.1
2,2,17.4,5.2,466,371,5,4,3,1,2.5,41,0.72,1.49,9.77,6
2,2,25,3.5,302,366,1,3,1,1,3,63.2,0.81,1.84,14.3,5.9
2,3,15.7,2.2,297,376,3,3,1,1,4.5,64.3,1.78,2.59,8.48,3
2,1,14.3,3.4,421,372,1,1,1,0,3,47,1.89,1.22,9.11,4.3
1,1,18.7,6,299,370,2,3,3,2,3,45.7,1.68,2.1,13.38,8.5
2,2,16.9,2.15,325,356,4,4,1,2,3.5,52.1,3.59,2.56,9.11,4.7
2,2,18.9,4,339,348,2,5,3,1,3.5,41,1.42,1.05,11.78,4.4
1,2,15.1,3.9,367,355,2,4,3,2,2,37,1.34,1.83,8.27,4.1
2,2,16.9,5.7,479,363,2,5,3,1,3,48,1.67,1.09,9.02,4.8
2,1,13.4,2.2,373,280,3,3,2,1,3.5,51.1,0.93,1.58,6.15,2.8
2,1,14.4,1.7,320,360,1,4,2,1,3.5,17.4,0.96,2.13,9.32,3.8
2,2,25.8,4.36,314,369,1,4,2,0,3.5,48.1,2.47,3.12,10.22,5.291
2,2,15.3,2,296,373,1,2,3,2,3.5,53.3,1.8,2.54,8.43,4.8
2,2,32.4,2.7,289,380,1,2,1,0,3,48,0.99,1.09,11.11,5.6
2,2,14.9,2.9,285,353,1,2,3,1,3,44.1,2.39,2.98,10.05,6.5
2,2,16.6,2.84,321,366,1,5,2,2,4,32.6,0.99,1.07,10.15,5.8
2,2,16,3.4,313,370,1,2,2,2,3,44.7,1.91,2.19,10.11,5.0948
2,2,16.9,3.7,465,371,3,4,3,1,2.5,33.8,0.72,1.49,9.77,4
2,1,21.2,3.8,319,343,4,4,2,1,3,43.8,1.98,1.28,9.8,5.7
2,1,27.7,4.5,308,354,2,3,1,1,4,49.6,0.86,1.53,13.78,6.6
2,2,15.7,3.7,476,371,4,5,3,1,2.5,29.2,0.72,1.49,9.77,5.3
2,3,19,5.4,302,370,2,4,2,0,3.3,46.3,1.68,2.17,13.4,8.5
2,1,16.3,2.9,301,331,5,4,3,2,2.7,34,2.95,2.16,9.49,6.1
2,1,16.2,3.1,333,349,1,4,2,0,2.3,39.5,3.62,2.63,9.14,4.9
2,2,15.4,2.2,371,279,2,3,2,0,3,42.1,0.93,1.58,6.09,3.7
2,2,17.2,4.4,465,371,3,5,3,1,3,39.6,0.72,1.49,9.77,6.1
1,2,19.2,2.27,317,362,1,5,3,2,3,35.2,0.93,1.04,10.75,6.5
2,2,19.7,3.4,476,363,3,4,1,1,2.5,31.8,1.67,1.09,9.02,5
2,2,19.3,2.8,302,300,5,4,2,0,3.3,46.5,1.69,0.81,9.98,2.2
2,1,14.4,2,297,373,1,2,3,1,3,44.1,1.8,2.54,8.43,4
2,4,14.9,2.8,336,374,4,5,4,1,3,44.3,1.51,1.63,11.56,4.9
2,2,23.8,5.6,479,363,1,4,2,0,2.5,53.2,1.67,1.09,9.02,4.8
2,1,15.6,2.7,301,300,1,2,3,0,3,42.5,1.69,0.81,9.98,2.3
2,2,18.6,5.6,456,368,2,2,4,0,3,41.6,0.66,1.42,9.01,5.1
2,2,15.3,2.8,299,331,3,4,3,1,2.5,28.5,2.95,2.16,9.49,4.6
2,2,27.9,4,417,359,1,1,1,1,3,56.8,1.91,1.57,9.96,3.6
2,2,14.3,2.1,303,388,2,4,1,2,4,30,1.02,0.84,11.96,6.3
2,2,15.7,4.2,330,374,2,4,3,2,3,45.1,1.51,1.63,11.56,6.5
1,2,16,3.48,323,366,1,5,2,2,3,22.6,0.99,1.07,10.15,5.95
2,2,17.2,3.4,307,388,2,4,3,2,3.5,31.6,1.02,0.84,11.96,7.4
2,3,21.9,3.23,327,349,1,3,2,0,3,36.6,1.18,1.52,10.82,4.847
2,2,15.9,1.9,334,351,1,3,2,1,3,32.2,2.1,2.15,8.28,3.1
2,2,16.1,2.3,376,280,2,3,2,1,3.5,50.6,0.93,1.58,6.15,2.5
2,2,14.5,2,301,373,1,2,3,2,3.5,53.3,1.8,2.54,8.43,4.2
2,1,17.4,4.2,423,372,1,1,2,0,3.5,47.6,1.89,1.22,9.11,4.4
2,1,15.1,3.5,321,375,4,4,3,1,2.5,32.4,2.17,2.52,8.19,4.6
2,1,16.7,3.4,301,388,2,3,2,0,3.5,37.9,1.02,0.84,11.96,7.4
2,2,20.1,3.5,300,366,1,3,3,0,3.3,55.4,0.81,1.84,14.3,7.9
1,2,14.4,2.81,323,338,1,4,3,2,2.5,30.8,1.18,1.54,10.82,4.939
2,2,20.7,2.9,330,374,2,3,2,2,3,44.6,1.51,1.63,11.56,4.5
1,2,16,4.5,319,343,4,4,1,1,2.7,41.3,1.98,1.28,9.8,6.1
2,2,25,4.5,426,372,1,5,3,0,3,51.2,1.89,1.22,9.11,4.6
2,2,13.5,2.3,328,349,4,5,4,0,2,26.4,1.18,1.52,10.82,4.656
1,2,17.8,2.1,302,388,2,3,2,1,3.5,40.2,1.02,0.84,11.96,6.9
1,2,17.6,3.5,301,388,2,4,3,2,3.5,40.1,1.02,0.84,11.96,8.2
2,2,17.6,6.5,476,363,1,4,2,1,3,52.2,1.67,1.09,9.02,4.4
2,3,17.6,3.4,330,374,2,4,3,1,3,44.1,1.51,1.63,11.56,5.4
1,1,14.2,3,320,343,5,4,2,1,2.7,41.3,1.98,1.28,9.8,4.7
2,2,18.9,3.3,304,354,2,3,2,1,3,40.4,0.86,1.53,13.78,7.5
2,1,26,4.5,327,368,1,4,1,1,4,45.8,1.02,1.07,12.31,6.5
2,2,16,3.15,367,355,1,4,1,1,3,34,1.34,1.83,8.27,4.3
2,2,16.8,2.05,332,349,1,4,1,0,2.7,40.5,3.62,2.63,9.14,3.45
2,2,19.9,2.4,303,300,1,2,2,0,2.7,40.7,1.69,0.81,9.98,2.4
2,3,16.8,2.9,342,348,2,3,3,0,3,36,1.42,1.05,11.78,5.3
2,2,17.5,4.2,421,359,2,2,2,1,2.5,50,1.91,1.57,9.96,3.7
2,2,19.6,4.5,331,374,3,4,5,0,3.5,48.9,1.51,1.63,11.56,7
2,2,24.2,3.8,327,349,1,5,2,2,3.5,45.5,1.18,1.52,10.82,5.375
2,2,17.9,5.3,332,374,2,4,4,1,4,60.3,1.51,1.63,11.56,7.9
2,2,17.5,5.8,461,368,2,3,1,1,3.5,57.8,0.66,1.42,9.01,4.8
2,2,24.8,4.1,292,361,1,3,1,0,3.5,50.8,1.29,1.54,11.22,7.66
2,4,19,3.2,327,368,1,3,2,1,3,42.8,1.02,1.07,12.31,4.6
2,2,25.4,3.6,322,343,2,3,1,0,3,41.7,1.98,1.28,9.8,5.1
2,3,14.6,2.3,324,370,3,5,2,1,2.5,26.5,1.02,1.04,12.31,6.4
2,2,19.2,5.6,419,359,1,1,2,2,3,66.8,1.91,1.57,9.96,4.1
2,2,14.7,3.3,463,371,2,5,3,1,2.5,33.8,0.72,1.49,9.77,4.9
2,1,17.3,4.1,470,371,2,5,3,1,2.5,37,0.72,1.49,9.77,4.9
2,2,14.9,3.2,305,354,4,4,3,1,3,31.8,0.86,1.53,13.78,8.1
2,2,28.4,4.7,303,370,2,2,1,2,3.7,55.3,1.68,2.1,13.38,6.6
2,2,19.7,4.4,423,359,2,2,3,1,2.5,51,1.91,1.57,9.96,4.7
2,2,24.7,3.3,301,331,3,3,2,0,3.3,37,2.95,2.16,9.49,4.2
2,1,12.8,4.4,422,372,1,1,2,2,3,51.2,1.89,1.22,9.11,4.8
2,2,15.5,3.8,291,379,2,3,2,2,3,45.5,0.99,1.09,11.11,7.5
2,2,16.3,2.4,301,300,4,4,3,0,3,42.7,1.69,0.81,9.98,2.9
1,2,16.4,4,305,388,1,3,4,0,3.5,40.7,1.02,0.84,11.96,9.7
2,1,14.8,3.6,464,371,1,4,4,0,2.5,31.4,0.72,1.49,9.77,5
2,1,14.3,2.4,325,359,1,4,2,1,3.5,26,0.96,2.17,9.29,4.4
2,2,26.9,4.9,425,372,1,1,1,1,2.5,49.8,1.89,1.22,9.11,4.4
1,2,18.5,4.9,329,373,1,4,4,0,3,45.7,1.51,1.63,11.56,8.9
2,2,25.7,3.3,399,274,2,2,1,1,4,57.5,0.93,1.58,6.15,3.1
2,3,15.1,2.8,325,369,3,4,3,2,2.5,30,1.02,1.06,12.3,8
2,1,21.3,3.65,403,321,2,4,1,1,3.7,55.1,0.97,1.41,7.21,3.2
2,1,16.2,4.2,417,359,1,1,1,1,2.5,57.4,1.91,1.57,9.96,4
2,1,21.8,3,308,387,2,3,1,2,4,43.7,1.02,0.82,11.95,4.4
2,2,14.9,2.45,325,356,2,4,2,2,3.5,52.5,3.59,2.56,9.11,3.9
2,2,15.4,2.5,321,343,4,4,3,0,3,42.7,1.98,1.28,9.8,5.8
2,2,18.4,5.2,423,359,2,1,1,1,2.5,58.6,1.91,1.57,9.96,4.3
2,1,21.8,3.22,324,367,1,5,1,2,3,41.2,0.99,1.07,10.15,3.52
2,1,15.1,3.55,369,355,2,4,3,2,3.3,45.2,1.34,1.83,8.27,4.4
2,1,14.2,2.2,336,351,1,4,2,1,2.5,26.2,2.1,2.15,8.28,3.4
2,1,18.4,4.5,295,370,2,3,4,2,3,45.3,1.68,2.17,13.4,9.7
2,1,23,2.4,323,371,2,3,2,1,2.5,37.6,2.15,2.51,8.28,3.3
1,2,16,3.5,325,369,3,4,4,0,2.5,39,1.02,1.06,12.3,6.9
1,2,18.7,5.3,437,371,1,4,5,1,2.3,39.5,0.89,1.14,7.35,9.3
2,2,26.5,3.8,306,354,1,3,1,0,3,49.6,0.86,1.53,13.78,6
1,1,16.7,5.3,292,362,2,3,3,2,3,36.5,1.29,1.54,11.22,8.89
2,1,20,4.9,285,353,3,4,3,0,3,44,1.05,1.7,11.9,7.92
2,1,20.5,5,417,359,1,1,2,1,3,59.2,1.91,1.57,9.96,4.5
2,1,16,2.2,319,375,2,4,2,1,4,58.1,0.72,2.6,8.92,5.2
1,2,20.2,4.2,290,379,1,2,1,3,4,52.5,0.99,1.09,11.11,7.8
2,1,15.2,3.15,353,346,4,4,1,2,3.5,52.1,1.32,1.84,8.56,3.9
2,2,22.2,4.4,462,366,2,5,1,0,2.5,49,1.49,0.84,8.76,3.3
2,1,17.2,2.7,308,364,2,4,5,1,3,35,1.15,0.98,11.57,5.6
2,2,15.6,2.4,396,273,1,2,1,1,2.5,29.4,0.96,1.18,6.14,4.1
2,2,24.5,3,428,359,1,4,1,1,2.5,53.6,1.91,1.57,9.96,3.3
2,2,27.6,2.4,426,359,2,1,1,2,3,61.6,1.91,1.57,9.96,2.1
2,2,22.4,2.8,295,376,1,2,2,1,4.5,64.7,1.78,2.59,8.48,4.2
2,1,14.8,3.1,366,355,3,3,3,1,3,37.8,1.34,1.83,8.27,4.05
2,1,16.8,4.15,351,346,3,4,2,1,3.3,46.9,1.32,1.84,8.56,5.7
2,2,16.5,2.2,373,273,1,2,2,1,2.5,30,0.96,1.18,6.14,3.2
1,3,15.8,4.3,302,366,1,4,3,2,3,42,0.81,1.84,14.3,7.5
2,2,23.7,3.83,325,349,1,4,3,0,3,34.5,1.18,1.52,10.82,4.867
2,2,15.6,3.6,306,354,3,2,2,1,3,40.4,0.86,1.53,13.78,8.9
2,2,14.8,4.3,462,368,2,3,1,1,4,37.6,0.66,1.42,9.01,3.4
2,2,15.7,1.9,374,279,4,4,2,1,3,43.9,0.93,1.58,6.09,2.7
2,2,17.3,3.6,420,359,1,1,1,1,2.5,52.4,1.91,1.57,9.96,3.3
2,1,16.2,4.4,425,359,2,1,1,1,2.5,57.4,1.91,1.57,9.96,3.8
2,1,17.7,2.3,320,375,1,3,3,1,4,59.1,0.72,2.6,8.92,4.6
1,2,15.9,2.4,337,352,1,3,3,2,3,29,2.1,2.15,8.28,3.7
2,2,23,2.4,327,361,2,3,2,1,2.5,32.4,2.15,2.23,8.8,2.9
2,1,25.4,3.2,321,371,4,4,2,2,3,35.8,2.15,2.51,8.28,4.7
2,2,19.4,4,304,354,3,3,2,2,3,42.2,0.86,1.53,13.78,9
2,2,17.4,4.5,473,363,1,4,2,1,2.5,42.4,1.67,1.09,9.02,6.8
2,1,14.7,2.6,298,373,3,5,3,1,4,60.1,1.8,2.54,8.43,4.6
2,3,27.7,4.4,426,372,1,5,1,2,3.5,56.6,1.89,1.22,9.11,4.6
2,1,15.1,3.33,320,366,1,5,2,0,3,33.3,0.99,1.07,10.15,6.11
2,2,15.7,5.2,477,363,2,1,3,1,2.5,46.6,1.67,1.09,9.02,5.4
2,2,15.4,2.6,374,273,1,2,2,1,2.5,35.6,0.96,1.18,6.14,4.3
1,2,17.2,4.7,292,361,2,3,3,2,4,38.3,1.29,1.54,11.22,11.43
2,1,15.2,3,373,278,1,2,2,1,3.5,50.1,0.93,1.58,6.04,3
2,2,27,3.9,293,361,1,3,1,0,3.5,46.2,1.29,1.54,11.22,5.96
2,2,16.7,3.8,291,362,2,3,2,0,3,37.6,1.29,1.54,11.22,7.09
2,1,15.8,2.2,323,372,1,4,1,0,3.5,31.4,0.96,2.13,9.32,5.1
2,3,23.9,4.2,297,366,1,4,2,1,3,50.6,0.81,1.84,14.3,7.7
2,1,13.6,3.9,354,346,3,4,1,0,3.7,54.6,1.32,1.84,8.56,4.4
1,1,16.6,4.8,293,362,2,3,3,2,3.5,40,1.29,1.54,11.22,9.7
2,2,16.4,3.77,284,353,2,4,3,2,3,37,1.05,1.7,11.9,7.2
1,2,16.3,5.2,459,368,2,4,2,2,2.5,43.2,0.66,1.42,9.01,6.4
2,1,15.7,3.7,304,354,2,3,2,1,3.5,44.4,0.86,1.53,13.78,7
2,3,18.9,2.4,326,367,3,4,1,1,4,51.4,1.02,1.07,12.31,3.9
2,1,24.3,4,341,348,1,4,1,0,3.5,46,1.42,1.05,11.78,5.6
2,1,16.4,4.6,462,366,2,5,2,1,2.5,46,1.49,0.84,8.76,3.7
2,2,13.8,3,403,321,5,5,4,1,3,44.3,0.97,1.41,7.21,3.4
2,3,19.1,3.8,310,354,3,2,2,2,3.5,41.4,0.86,1.53,13.78,7.8
2,2,16.3,2.4,316,414,2,2,4,0,2.7,31.1,1.59,1.09,8.54,5.4
2,2,25.1,4.09,285,354,1,1,1,0,4,52,1.05,1.7,11.9,7.06
2,2,24.7,2.3,325,371,2,4,2,1,3,35.8,2.15,2.51,8.28,3.8
2,2,16.5,2.6,337,351,1,3,2,1,3,36.8,2.1,2.15,8.28,3.6
2,1,20,4.6,420,359,1,1,2,1,2.5,49.2,1.91,1.57,9.96,4.3
2,2,16.3,4.8,461,368,2,3,1,1,4,64.6,0.66,1.42,9.01,4.1
2,2,22.7,3.51,329,349,3,3,2,0,3,37.5,1.18,1.52,10.82,5.076
2,1,17.1,5.3,428,372,1,4,2,0,2,41.8,1.89,1.22,9.11,5
2,1,16,2.8,333,349,2,4,2,0,2.7,40.6,3.62,2.63,9.14,4.35
2,1,34.9,5.2,429,359,1,4,1,2,3.5,73.8,1.91,1.57,9.96,3.8
2,2,24.4,4.06,314,365,1,2,1,0,2.5,39.9,1.9,2.2,10.06,5.2498
2,1,16.6,5.2,459,366,1,5,1,0,3,49.6,1.49,0.84,8.76,3.7
2,2,24.1,3.1,323,343,5,4,1,0,3,41.7,1.98,1.28,9.8,4.6
1,2,15.9,2.81,322,338,1,3,3,2,2.5,39.1,1.18,1.54,10.82,4.773
2,3,16.2,3.1,305,388,2,4,3,2,3.5,31.4,1.02,0.84,11.96,7.1
2,1,16.5,2.6,371,273,1,2,2,1,2.5,31.6,0.96,1.18,6.14,2.8
1,2,15.2,3.9,364,299,1,2,2,1,3,46.1,1.61,1.19,10.43,5
2,1,15.3,2.4,299,373,2,4,4,1,3.5,52.1,1.8,2.54,8.43,4.8
2,1,15.9,3.5,304,388,2,4,3,1,3,28.7,1.02,0.84,11.96,8.1
1,2,16.8,3.2,299,388,1,4,2,2,3.5,36.7,1.02,0.84,11.96,7.5
1,2,18.7,4.8,297,370,2,3,2,1,3,45.5,1.68,2.1,13.38,8.7
1,2,19,2.8,362,299,2,3,2,1,3,46.1,1.61,1.19,10.43,4
2,2,16.9,3.8,329,374,2,4,2,1,3,43.1,1.51,1.63,11.56,5.7
2,3,16,4.4,302,371,2,4,3,1,3,43.9,1.68,2.17,13.4,7.5
2,1,15.8,2.8,331,359,2,2,2,0,3.5,47.9,0.71,2.56,8.67,5
2,1,16.5,3.9,397,278,1,2,3,1,3.5,51.9,0.93,1.58,6.04,3.7
1,2,17.1,2.99,315,362,1,5,2,2,3,39.4,0.93,1.04,10.75,7.268
2,2,14,1,324,372,1,4,2,0,2.5,23.6,0.96,2.13,9.32,2.8
2,1,17.7,4.3,460,366,1,5,1,0,2.5,44.2,1.49,0.84,8.76,3.6
2,2,18.7,5,478,363,2,1,1,1,2.5,50.4,1.67,1.09,9.02,4.2
2,1,19.5,5.5,464,366,2,5,2,2,3,53.6,1.49,0.84,8.76,3.8
2,1,21.3,4.8,331,374,2,5,3,1,2.5,40.1,1.51,1.63,11.56,6.4
2,2,19.7,4.8,425,359,2,1,2,1,3,65,1.91,1.57,9.96,3.7
2,1,17,4,423,359,3,2,1,1,2.5,49.6,1.91,1.57,9.96,3
1,1,12.8,3.4,365,355,2,5,3,0,2,30,1.34,1.83,8.27,3.1
2,1,20.4,2.1,326,361,1,3,1,1,3.5,34.8,2.15,2.23,8.8,2.6
2,2,18.6,4.6,460,368,2,3,2,0,3,47,0.66,1.42,9.01,4.6
2,1,13.6,5.4,461,368,2,3,2,0,3.5,41.6,0.66,1.42,9.01,4.6
2,2,15.4,2.8,372,273,1,2,2,1,3,31.8,0.96,1.18,6.14,4
2,2,18.8,2.63,277,373,1,2,2,1,3.5,51.2,1.76,2.76,11.06,4.6
2,3,17.3,3.66,284,353,2,2,2,2,3,47,1.05,1.7,11.9,7.34
2,2,18.1,3.1,299,331,2,5,3,1,2,34.5,2.95,2.16,9.49,5.5
2,1,15.2,2.2,318,375,2,4,3,1,4.5,65.1,0.72,2.6,8.92,4
2,2,21.8,2.6,399,273,1,1,2,2,3,36.2,0.96,1.18,6.14,2.7
1,1,16.6,2.5,336,352,1,2,2,1,3.5,34,2.1,2.15,8.28,3.8
2,2,18.6,4.17,286,354,2,3,3,2,3,43,1.05,1.7,11.9,8.03
2,2,18.8,2.2,336,374,3,3,3,0,3,42.3,1.51,1.63,11.56,4.3
2,2,21.7,4.75,372,355,5,4,2,0,4.5,63.3,1.34,1.83,8.27,4.1
1,2,16.7,3.5,290,379,1,2,2,1,3,47,0.99,1.09,11.11,7.6
2,2,17.5,3.2,319,343,2,4,2,2,2.7,41.1,1.98,1.28,9.8,7.1
1,1,16,4.25,350,346,4,4,2,2,3.3,47.3,1.32,1.84,8.56,6
1,1,17.3,3.19,317,362,1,5,3,2,4,39.8,0.93,1.04,10.75,8.116
2,2,14,3.5,473,363,1,4,1,1,2.5,40.8,1.67,1.09,9.02,5.4
2,2,24.6,3.3,398,274,3,2,1,1,4,57.5,0.93,1.58,6.15,3.5
2,2,17,2.62,309,365,1,3,3,1,3,43.9,2.46,3.13,10.22,6.613
2,2,16.6,4.9,457,368,3,3,2,0,3,40.8,0.66,1.42,9.01,4.6
1,2,15.4,3.2,337,351,1,3,2,1,3.5,40.2,2.1,2.15,8.28,3.9
2,3,17.3,5.4,471,363,1,4,2,1,2.5,38.8,1.67,1.09,9.02,4.4
2,3,18.7,2.8,280,353,1,3,2,3,3.5,53.7,2.39,2.98,10.05,5.92
1,2,16.2,2.6,309,364,1,4,3,2,3,35,1.15,0.98,11.57,7.1
2,1,15.9,4.33,316,365,1,2,4,0,3,42.7,1.9,2.2,10.06,5.8651
2,1,15.7,3.4,340,348,1,4,3,2,3,33.2,1.42,1.05,11.78,7.1
2,1,17.8,5.3,300,365,1,3,3,0,2.5,51.8,0.81,1.84,14.3,10.7
2,2,13.4,5.2,460,368,2,2,1,0,2.5,42,0.66,1.42,9.01,5
2,2,16.2,2.4,300,373,1,2,2,1,3,43.1,1.8,2.54,8.43,4.8
2,2,25.1,3,336,349,1,5,1,0,2.7,40.5,3.62,2.63,9.14,3.95
2,1,15.3,2.1,372,280,2,3,2,1,3,43.3,0.93,1.58,6.09,2.7
2,2,15.6,4.4,285,353,2,2,3,1,3,39,1.05,1.7,11.9,7.33
2,2,18.1,2.76,285,353,2,3,2,1,3,41,1.05,1.7,11.9,5.91
2,2,22.6,3.9,345,348,2,4,1,1,4.5,53.5,1.42,1.05,11.78,4
2,2,25,2.4,302,300,2,4,2,0,3.5,48.3,1.69,0.81,9.98,2.4
2,2,18.9,3.4,331,374,2,3,2,0,4,55.9,1.51,1.63,11.56,5.4
2,2,24.4,3.24,322,367,1,4,1,0,2.5,43.9,0.99,1.07,10.15,3.85
2,2,16,2.3,304,364,3,4,4,0,3,36,1.15,0.98,11.57,5.5
2,1,15.8,2.2,375,273,1,2,2,1,2,28.2,0.96,1.18,6.14,3.9
2,1,16.3,4.3,328,374,2,4,4,1,3.5,52.1,1.51,1.63,11.56,6.7
1,1,16,3.4,312,414,4,4,3,2,2.5,34.9,1.59,1.09,8.54,5.3
1,2,16.8,2.8,360,299,1,2,3,1,3,46.1,1.61,1.19,10.43,4.2
2,2,17.2,4.4,424,359,2,1,1,1,2.5,53.6,1.91,1.57,9.96,3.6
2,1,14.9,2.7,372,280,3,3,2,0,3.5,48.5,0.93,1.58,6.09,2.8
2,2,15.7,2.4,376,275,2,3,3,0,4,56.3,0.93,1.58,6.15,2.6
2,1,23.1,4.2,418,359,1,1,1,2,3.5,65.4,1.91,1.57,9.96,4.4
2,1,20.2,2.2,396,270,1,2,1,1,3,33.6,0.96,1.18,6.14,3.3
1,1,16.3,4,306,354,2,4,2,2,3,41.2,0.86,1.53,13.78,8.6
2,1,18.1,5.6,304,352,1,4,2,2,3,67.2,1.53,2.27,12.85,7
2,1,14.4,1.9,393,279,2,2,2,1,3.5,50.9,0.93,1.58,6.04,3
2,2,18.6,4,307,354,2,4,2,1,4,42.6,0.86,1.53,13.78,9.4
2,2,16.5,2.9,394,281,1,2,2,1,3.5,50.1,0.93,1.58,6.15,3.2
2,2,17.3,4.2,334,374,3,4,4,2,4,62.1,1.51,1.63,11.56,7.9
2,1,16.4,3.6,365,355,2,3,2,1,3.5,33.2,1.34,1.83,8.27,3.65
1,1,17.4,3.3,289,379,1,3,3,2,2,44.5,0.99,1.09,11.11,7.4
2,2,16.7,4.2,421,359,2,2,1,1,2.5,55.6,1.91,1.57,9.96,2.7
2,2,16.8,4.4,464,366,2,5,1,1,2.5,48.9,1.49,0.84,8.76,4
2,2,17.9,4.9,464,368,2,3,1,0,3.5,49.8,0.66,1.42,9.01,4.6
2,1,21.2,3.7,335,359,3,3,2,0,4.5,63.3,0.71,2.56,8.67,6.2
2,1,15.2,4.6,469,371,2,5,3,2,2.5,40.4,0.72,1.49,9.77,4.7
2,2,16.4,2.1,304,300,1,2,3,0,2.5,39.7,1.69,0.81,9.98,2.6
2,1,16.5,2.7,303,300,1,2,4,0,2.5,39.9,1.69,0.81,9.98,2.3
2,2,17.1,2.8,396,280,2,2,2,1,3.5,51.1,0.93,1.58,6.15,2.4
2,2,23.9,4.15,406,321,1,4,2,2,2.7,41.1,0.97,1.41,7.21,3.45
2,2,17.5,4.7,463,368,2,3,2,0,2.5,43.4,0.66,1.42,9.01,4.7
2,2,17.7,3.37,282,353,1,2,2,1,3,47,1.05,1.7,11.9,5.81
2,2,18.2,4.7,462,368,4,2,1,1,3,39.6,0.66,1.42,9.01,4.1
2,1,15.8,2.1,375,281,1,2,1,0,4,55.7,0.93,1.58,6.15,3.1
2,2,28.7,2.7,291,380,1,1,1,2,3.5,52.5,0.99,1.09,11.11,5.5
2,2,26.6,2.4,402,273,1,1,1,0,3.5,36.6,0.96,1.18,6.14,3.3
2,3,15.4,2.5,323,369,3,4,3,1,2,31,1.02,1.06,12.3,5.6
